id,treat,code_pay,role,group,hidden_number,report1,report2,report3,duplicate,id_play,ip_address,start_time,correct,chosen_card,observed,belief1,belief2,belief3,belief_observed,payoff,gender,ethnicity,race,age,education,state,income,q1,q2,q3,correct_belief,realdata
1,5,tfxvb467f5kiez9q,3,1292937688,8,8,8,14,1,22,64.217.149.212,2018-08-13 17:09:56.657072+00:00,Passed,,Unobserved,4,6,,,14,Male,Non hispanic,Hispanic/Latino/Latina,25,Some college,11,"$70,000 - $79,999",I would describe the goal of this study as finding out how people adjust their behavior and decisions based on others.,1,I wonder if there were more diagrams on the instructions it would be easier to remember. I wrote down notes so I could remember it better.,0,1
2,5,nvjf7v7rf5kiez9q,3,1487595661,10,10,10,30,1,56,24.96.245.91,2018-08-13 20:17:00.942920+00:00,Passed,,Observed,,10,,,30,Male,Non hispanic,White,41,Masters degree,1,"$80,000 - $99,999","The goal is to determine how participants act when their choices benefit themselves and can be checked, or not checked by others.",2,"Instructions were a little confusing, and if someone didn't understand the order of operations in math, they would have difficulty.",1,1
3,5,kgzklt44f5kiez9q,3,1692692483,11,11,22,22,1,8,71.90.24.52,2018-08-13 15:50:28.307801+00:00,Passed,,Observed,,22,,,22,Female,Non hispanic,White,52,Some college,50,"$30,000 - $39,999",problem solving for the best outcome,2,na,1,1
4,5,vs2a2ya4f5kiez9q,3,2037427464,11,28,28,28,1,19,100.36.53.170,2018-08-13 16:48:19.440303+00:00,Passed,,Observed,,28,,,28,Male,Non hispanic,Hispanic/Latino/Latina,24,College diploma,20,I do not wish to report my income.,to see what numbers people report,3,everything was fine,1,1
5,5,wwpguagqf5kiez9q,3,2041558150,11,28,28,11,1,18,50.82.50.247,2018-08-13 16:45:06.230905+00:00,Passed,,Observed,,24,,,11,Female,Non hispanic,White,31,Some college,16,"$30,000 - $39,999",Try to make as much money as possible. Be accurate to help the next worker.,3,Make the instructions a little less lengthy.,0,1
6,5,tg1dsziqf5kiez9q,3,2120168633,9,9,12,9,1,43,73.74.227.26,2018-08-13 19:18:45.551095+00:00,Passed,,Observed,,10,,,9,Male,Non hispanic,White,28,High school or equivalent,15,"$50,000 - $59,999",Maybe to see if we would report honestly at the cost of money.,2,I thought it was fine.,0,1
7,5,870m75jyf5kiez9q,3,2143382220,8,12,12,8,1,47,24.229.183.162,2018-08-13 19:54:41.789350+00:00,Passed,,Observed,,12,,,8,Female,Non hispanic,White,31,Some college,38,"$50,000 - $59,999",The goal of this study would be to see wether someone would be honest and fair versus not being fair to have more of a financial gain for themselves.,2,No improvement. Was a very interesting and different kind of survey.,1,1
8,5,dvc4nsjrf5kiez9q,3,2217625495,11,11,11,20,1,60,72.220.126.46,2018-08-13 20:27:42.764638+00:00,Passed,,Observed,,11,,,20,Male,Non hispanic,Middle Eastern/North African,22,College diploma,5,"$10,000 - $19,999",I would describe it as weighing the difference between rewards for yourself and for passive players that don't have the same impact.,3,"nothing, everything was fine as is",1,1
9,5,y6hdlj1rf5kiez9q,3,2323589030,7,7,7,30,1,15,146.115.18.186,2018-08-13 16:20:28.121993+00:00,Passed,,Observed,,7,,,30,Male,Non hispanic,Black/African American,36,College diploma,21,"$80,000 - $99,999",I would say this game was testing how honest someone is. Or you could say how ruthless one is or greedy.,2,none,1,1
10,5,u4jbyosqf5kiez9q,3,2471196597,6,6,16,6,1,2,73.21.12.45,2018-08-13 14:31:20.315541+00:00,Passed,,Observed,,15,,,6,Female,Non hispanic,White,21,Some college,11,"$40,000 - $49,999",A game of trying to guess the intentions of others.,1,I think the instructions could be explained a little better.,0,1
11,5,2jmpcn0if5kiez9q,3,2596255926,8,8,8,20,1,20,96.225.131.197,2018-08-13 16:58:50.617803+00:00,Passed,,Observed,,8,,,20,Female,Non hispanic,White,31,Some college,46,"$10,000 - $19,999",Determining how other report depending on earnings.,4,Less confusing instructions.,1,1
12,5,7kvuiskmf5kiez9q,3,3348292343,10,18,28,10,1,17,12.110.248.226,2018-08-13 16:36:51.480410+00:00,Passed,,Observed,,14,,,10,Male,Non hispanic,White,33,High school or equivalent,10,"$30,000 - $39,999",perceptions of honest gameplay,3,"I mean, I understood it but it was a bit unnecessarily complex",0,1
13,5,sbk0b3ihf5kiez9q,3,3447906315,9,9,9,30,1,39,97.86.59.105,2018-08-13 18:43:40.829606+00:00,Passed,,Unobserved,9,9,,,30,Female,Non hispanic,White,33,College diploma,1,"$40,000 - $49,999",To see if people would lie about the number to get more money.,1,Everything was great. I liked that the instructions were all on one page.,1,1
14,5,jylgkj3if5kiez9q,3,3673477777,9,9,9,30,1,40,73.254.244.149,2018-08-13 18:49:35.208948+00:00,Passed,,Observed,,9,,,30,Male,Non hispanic,White,34,College diploma,47,"$40,000 - $49,999",To see how truthful people would be when money was at stake.,2,Everything was fine,1,1
15,5,rbrlttr3f5kiez9q,3,3781121678,7,7,14,14,1,29,184.0.216.173,2018-08-13 17:48:21.865316+00:00,Passed,,Observed,,11,,,14,Female,Non hispanic,White,62,Professional post-secondary degree or doctoral degree,46,"$10,000 - $19,999",Deciding to maximize  gain for some or treat all equally,4,it was ok if a bit wordy...not sure why the determination of P4 gain couldn't be a bit simpler?,0,1
16,5,v2863gk5f5kiez9q,3,4080722630,10,10,10,30,1,53,71.185.173.86,2018-08-13 20:14:31.576930+00:00,Passed,,Observed,,10,,,30,Female,Non hispanic,White,31,Masters degree,38,I do not wish to report my income.,"Maximizing the benefit to P1, P2 and P3 though at P4's sake.",5,"Being P3 was really stressful! You also could've clarified that 30 is the highest number I could report because I was afraid that if I tried to report higher than that, just to see if I could, I'd be rejected for ""not reading the instructions"" even though I did read them and I was just confused about whether 30 was the highest or if there was a secret higher number I might be able to get away with that just wasn't mentioned (and maybe I'd be rewarded for my guts or something!)",1,1
17,5,r0iyymqxf5kiez9q,3,4641707896,9,9,9,9,1,38,108.245.152.51,2018-08-13 18:40:05.406748+00:00,Passed,,Observed,,9,,,9,Female,Non hispanic,White,23,College diploma,18,"$10,000 - $19,999",be fair,1,nothing,1,1
18,5,4qtnkcp8f5kiez9q,3,4684508533,7,7,7,7,1,14,24.31.188.37,2018-08-13 16:15:34.961533+00:00,Passed,,Observed,,7,,,7,Male,Non hispanic,White,34,College diploma,35,"$50,000 - $59,999",see if people are honest given the chance,1,nothing I can think of,1,1
19,5,50wtebmrf5kiez9q,3,4859756759,11,11,11,11,1,68,12.46.197.67,2018-08-13 20:45:46.589337+00:00,Passed,,Observed,,11,,,11,Female,Non hispanic,White,32,College diploma,5,"$70,000 - $79,999",Determining how various compensation amounts encourages people to lie for their own benefit.,2,It was easy.,1,1
20,5,59fx7v2lf5kiez9q,3,5404696637,14,14,14,14,1,27,162.251.221.196,2018-08-13 17:43:54.733983+00:00,Passed,,Observed,,14,,,14,Female,Non hispanic,White,34,Some college,42,"$10,000 - $19,999",The goal was to find the hidden number,2,It was a great study!,1,1
21,5,swty5myyf5kiez9q,3,5417633475,11,11,11,11,1,67,47.34.143.54,2018-08-13 20:43:21.474359+00:00,Passed,,Observed,,11,,,11,Female,Non hispanic,Hispanic/Latino/Latina,41,Masters degree,5,"$20,000 - $29,999",Decision making for maximum outcome,3,increased incentive,1,1
22,5,3nfgns4tf5kiez9q,3,5682660772,7,7,30,30,1,78,72.84.152.207,2018-08-13 22:20:14.300797+00:00,Passed,,Observed,,20,,,30,Female,Non hispanic,White,35,College diploma,20,"< $10,000","The goal was to find out how honest people are when they are playing a game. In other words, will people manipulate a game and lie if they know how their winnings are calculated?",1,I don't see any area that needs improving.,0,1
23,5,pmv7c0xff5kiez9q,3,5790943941,14,14,14,14,1,28,65.246.1.5,2018-08-13 17:46:41.144610+00:00,Passed,,Observed,,14,,,14,Male,Non hispanic,Black/African American,30,Masters degree,20,"$120,000 - $149,999",Just be honest.  It's not a lot of money anyways.,1,No comment.,1,1
24,5,znyt25gef5kiez9q,3,5860424248,14,14,14,30,1,25,174.229.129.126,2018-08-13 17:23:10.386859+00:00,Passed,,Observed,,14,,,30,Female,Non hispanic,White,22,College diploma,38,"< $10,000",It's a game of seeing which players will be honest and which will try to help another/other players.,3,I can't think of anything.,1,1
25,5,6jhkj2ktf5kiez9q,3,6314150420,8,8,30,30,1,75,174.231.11.211,2018-08-13 21:44:53.317170+00:00,Passed,,Observed,,10,,,30,Female,Non hispanic,White,33,College diploma,15,"$30,000 - $39,999",Trusting what people say:,3,None.,0,1
26,5,a3ud3mfxf5kiez9q,3,6347034517,11,11,30,11,1,77,128.54.18.148,2018-08-13 22:00:12.759000+00:00,Passed,,Observed,,11,,,11,Female,Non hispanic,White,22,Some college,6,"$50,000 - $59,999",Boring and lost of time,6,More games,0,1
27,5,16v2mxwgf5kiez9q,3,6363223281,13,13,13,15,1,3,24.110.15.11,2018-08-13 14:46:53.853330+00:00,Passed,,Observed,,8,,,15,Female,Non hispanic,Hispanic/Latino/Latina,30,College diploma,10,"$10,000 - $19,999",The goal of this study was to see how accurately an individual could lie or even honestly speak to someone.,3,I believe there was nothing to improve.,0,1
28,5,nn18q89xf5kiez9q,3,6543820761,11,11,11,11,1,66,162.231.124.10,2018-08-13 20:42:23.180082+00:00,Passed,,Observed,,11,,,11,Male,Non hispanic,White,47,College diploma,11,"$70,000 - $79,999",I would say you are trying to see if people will over report the actual number to earn more even though it would punish one other person by giving them less.,2,It is good considering the task is a bit complicated.,1,1
29,5,cj1lp3yaf5kiez9q,3,6612993841,10,10,10,10,1,50,68.83.213.76,2018-08-13 19:58:29.342175+00:00,Passed,,Observed,,10,,,10,Female,Non hispanic,White,25,Some college,20,"$20,000 - $29,999","Kind of like a ""screw your neighbor"" type of situation. You can cause your group to earn more money at the expense of an ""outsider,"" or you an sacrifice the money your group made to cause the outsider to earn more, or you can ensure that everyone gets paid the same amount.",1,Everything was fine,1,1
30,5,4phnweyef5kiez9q,3,6616784729,11,11,11,30,1,69,100.1.68.201,2018-08-13 21:03:09.848271+00:00,Passed,,Observed,,11,,,30,Male,Non hispanic,White,25,College diploma,30,"$80,000 - $99,999",The goal of this study is too see how greedy people can be when presented with certain situations,3,Can't think of anything at the moment. The directions of the game were a little difficult to remember entirely at first.,1,1
31,5,uf6l1dncf5kiez9q,3,6997717081,25,25,25,30,1,34,73.55.26.115,2018-08-13 18:09:51.702168+00:00,Passed,,Observed,,25,,,30,Male,Non hispanic,White,33,High school or equivalent,10,I do not wish to report my income.,The goal is to pass on information to the other players.,4,The instructions were a bit confusing.,1,1
32,5,dhzyux79f5kiez9q,3,7480901680,8,30,30,30,1,76,76.169.109.122,2018-08-13 21:49:33.826095+00:00,Passed,,Observed,,30,,,30,Female,Hispanic,White,28,College diploma,5,"$40,000 - $49,999","The goal is to report the hidden number but also keep in mind that the higher the number you report the higher your earnings. However, if the hidden number and final message are different, this could negatively affect P4's earnings.",1,n/a,1,1
33,5,all3xmyuf5kiez9q,3,7879072030,13,13,13,30,1,4,72.49.108.77,2018-08-13 15:07:25.476950+00:00,Passed,,Observed,,13,,,30,Female,Non hispanic,White,32,College diploma,18,"$150,000 - $199,999",if we would screw over p4 or not,3,none,1,1
34,5,alscdxh3f5kiez9q,3,7947126751,14,14,14,14,1,26,24.113.84.59,2018-08-13 17:27:33.468748+00:00,Passed,,Observed,,14,,,14,Male,Non hispanic,White,33,College diploma,47,"< $10,000",Probably to see how much players would or would not lie in order to maximize their payout at the expense of others.,2,Made the instructions a little more succinct.,1,1
35,5,xkmmdzu0f5kiez9q,3,8186561616,7,7,22,22,1,7,166.170.53.116,2018-08-13 15:44:47.013240+00:00,Passed,,Observed,,22,,,22,Male,Non hispanic,White,43,College diploma,42,"$80,000 - $99,999",trying to earn thew most money,1,n/A,1,1
36,5,z0p0q7apf5kiez9q,3,8336963149,22,22,10,22,1,51,107.15.241.1,2018-08-13 20:07:41.330758+00:00,Passed,,Observed,,22,,,22,Female,Non hispanic,White,61,College diploma,33,"$80,000 - $99,999",How do you determine the greatest benefit for three people versus minimizing the loss of one other person.,3,"When explaining each scenario, give actual numbers as examples of how said scenario can play out.",0,1
37,5,yr9inrvaf5kiez9q,3,8859607509,11,11,11,11,1,63,76.18.49.76,2018-08-13 20:33:23.821565+00:00,Passed,,Observed,,11,,,11,Male,Hispanic,White,29,High school or equivalent,10,"$30,000 - $39,999",I would say the goal is to see if we are willing to sacrifice one players earnings to increase our own earnings. For example I could have given the number 30 and the three of us would have made a lot of money but that would have meant p4 would get the short straw.,2,I would say increasing the rewards for being nice.,1,1
38,5,5he0s5lmf5kiez9q,3,8978432014,8,30,30,30,1,73,71.57.46.128,2018-08-13 21:22:11.140118+00:00,Passed,,Observed,,30,,,30,Female,Non hispanic,Hispanic/Latino/Latina,29,Some college,14,"$50,000 - $59,999",It studies honesty based on the amount available in bonuses,2,n/a,1,1
39,5,qh5fvrnxf5kiez9q,3,9176687830,6,30,30,30,1,72,66.242.90.154,2018-08-13 21:19:59.230995+00:00,Passed,,Unobserved,30,30,,,30,Female,Hispanic,White,18,High school or equivalent,23,"< $10,000",it would be that player 1 is honest and actually drew the number 30,1,"maybe write the instructions more clearly, such as using bullet points and using numbers instead of writing them out as thirty when you normally used 30 anyways, be consistent",1,1
40,5,low4h1ryf5kiez9q,3,9622978964,2,2,2,30,1,1,24.154.254.28,2018-08-13 14:25:24.916056+00:00,Passed,,Observed,,2,,,30,Male,Non hispanic,White,35,Masters degree,38,"$60,000 - $69,999","To me, it seems like a study of honesty, communication, but also seeing how you would handle a situation and make a choice where not all people would benefit equally.",1,This was an interesting survey. I don't think you need to improve upon it.,1,1
41,5,dfuf11ysf5kiez9q,3,9658448250,25,25,25,25,1,33,74.130.205.132,2018-08-13 17:58:32.622849+00:00,Passed,,Observed,,25,,,25,Female,Non hispanic,White,27,Some college,18,"< $10,000",To see how accurate a message or number gets passed to each person.,1,nothing at all! It was really easy and easy to understand the directions!,1,1
42,5,4g1j015pf5kiez9q,3,9886766084,6,12,12,6,1,49,76.248.146.72,2018-08-13 19:58:06.937432+00:00,Passed,,Observed,,6,,,6,Female,Hispanic,Native Hawaiian/Pacific Islander,30,College diploma,10,"$70,000 - $79,999",The goal of this study is to see how much people on the other side of the keyboard interact and trust each other when playing number games.,1,I had to read the instructions many times. The game itself was simple but the instructions were kind of long and drawn out.,0,1
43,5,k2g3gaf3f5kiez9q,3,9902925615,8,8,8,8,1,21,68.191.106.163,2018-08-13 17:07:56.901925+00:00,Passed,,Observed,,8,,,8,Female,Non hispanic,White,36,College diploma,1,"$60,000 - $69,999","kind of like the game of ""telephone""",2,not sure..it was pretty good,1,1
44,5,wektk38v9eivqxcw,3,2229247677,10,10,10,30,1,26,67.10.114.234,2018-08-16 22:26:24.765767+00:00,Passed,,Observed,,10,,,30,Male,Non hispanic,White,23,Some college,43,"< $10,000",Fun and rewarding,1,It was perfect,1,1
45,5,d9jswtdm9eivqxcw,3,2780375113,9,9,9,30,1,14,68.196.140.194,2018-08-16 21:31:30.856153+00:00,Passed,,Observed,,9,,,30,Female,Non hispanic,White,22,College diploma,32,"< $10,000",To make the most money,2,Make the instructions less complicated,1,1
46,5,62keixfs9eivqxcw,3,3398682869,6,6,6,6,1,8,65.24.85.61,2018-08-16 20:28:25.332514+00:00,Passed,,Observed,,6,,,6,Female,Non hispanic,White,41,Some college,35,"< $10,000",To see how trustworthy strangers are,3,I'm not sure,1,1
47,5,or9kc0pb9eivqxcw,3,3727116766,25,25,25,25,1,19,108.65.185.86,2018-08-16 22:01:22.315074+00:00,Passed,,Observed,,23,,,25,Male,Hispanic,White,26,< high school,5,"$10,000 - $19,999",To see how good people can follow simple instructions and make simple decisions based on them.,3,A game that is a little more exciting.,0,1
48,5,c3fs6pzr9eivqxcw,3,3771112010,12,12,25,25,1,22,104.236.74.212,2018-08-16 22:07:49.657922+00:00,Passed,,Observed,,10,,,25,Male,Non hispanic,White,30,Masters degree,10,"$150,000 - $199,999",It looks like a experiment,2,I would like more colors on pages,0,1
49,5,u9mu6j7s9eivqxcw,3,4255403512,10,10,10,30,1,23,73.167.136.231,2018-08-16 22:20:34.759618+00:00,Passed,,Observed,,10,,,30,Male,Non hispanic,American Indian/Alaskan Native,24,College diploma,32,"$70,000 - $79,999",Testing how greedy people are and how they react to pressure.,1,it was a great experience.,1,1
50,5,zfwv19l09eivqxcw,3,4653046425,8,8,20,8,1,4,73.20.28.201,2018-08-16 19:57:55.893265+00:00,Passed,,Observed,,20,,,8,Female,Non hispanic,White,34,College diploma,44,"$80,000 - $99,999",To guess and give hidden numbers in a game.,3,It was a good experience,1,1
51,5,b0n3oxtw9eivqxcw,3,4904293288,11,11,11,11,1,32,76.16.79.55,2018-08-16 22:53:10.247552+00:00,Passed,,Observed,,11,,,11,Female,Non hispanic,Black/African American,30,High school or equivalent,14,"$60,000 - $69,999",I believe the purpose of this study was to determine a person's decisions regarding a certain game they are playing.,1,possibly have a video showing how the game works,1,1
52,5,hohammak9eivqxcw,3,6214172108,8,25,25,8,1,20,66.27.153.225,2018-08-16 22:02:24.444738+00:00,Passed,,Observed,,8,,,8,Female,Non hispanic,White,19,Some college,5,"$20,000 - $29,999",Trusting the player who sends you the number.,3,Nothing,0,1
53,5,lus93vbp9eivqxcw,3,6725039433,20,20,20,20,1,5,71.36.109.233,2018-08-16 20:07:07.617242+00:00,Passed,,Observed,,20,,,20,Male,Non hispanic,White,37,Some college,47,"$20,000 - $29,999",Uncertainty and trusting others when passing information.,1,"Nothing, had no issues, everything was clear. Thank you",1,1
54,5,qj90j0k79eivqxcw,3,7380741490,10,10,10,18,1,25,68.200.66.136,2018-08-16 22:21:50.891196+00:00,Passed,,Observed,,10,,,18,Female,Non hispanic,White,22,High school or equivalent,10,"< $10,000",To test reliability in passing messages,2,The instructions could've been broken up better,1,1
55,5,nsyxvnex9eivqxcw,3,7760096477,11,11,30,30,1,35,73.223.183.43,2018-08-16 23:14:04.097475+00:00,Passed,,Unobserved,10,10,,,30,Male,Non hispanic,White,25,Masters degree,5,"$30,000 - $39,999",The goal of this study was to see how people would relay the truth when they know it not to be the most lucrative option.,1,"The survey was great, and the only improvement would be to shorten the instructions (very long!)",0,1
56,5,63nzj1kz9eivqxcw,3,7925140574,26,26,26,26,1,7,70.114.173.183,2018-08-16 20:17:04.943677+00:00,Passed,,Observed,,23,,,26,Male,Non hispanic,White,31,College diploma,43,"$30,000 - $39,999",To see how information gets distorted when it is in the interest of a person to do so.,1,"My only complaint is that this question should be ""we have"" and not ""have we"".",0,1
57,5,8e18qr449eivqxcw,3,8749843287,7,7,7,7,1,1,4.71.248.190,2018-08-16 18:15:35.719385+00:00,Passed,,Observed,,7,,,7,Male,Non hispanic,Black/African American,32,Some college,14,"$70,000 - $79,999",To see if the exact number is sent or if someone changes it to earn more money. Like reporting 20 even though the hidden number was 10.,3,"Instructions were a little complex/confusing, specially the part about the hidden message and hidden number.",1,1
58,5,m4r0p1bs9eivqxcw,3,9487939433,9,9,9,9,1,13,71.11.131.105,2018-08-16 21:30:13.894014+00:00,Passed,,Observed,,12,,,9,Male,Non hispanic,White,30,Some college,25,"$30,000 - $39,999",A complex study that was enjoyable and intriguing to read through.,1,"Less reading and more ""game"" opportunities.",0,1
59,5,0osmcgck9eivqxcw,3,9847741918,12,12,12,30,1,18,98.232.64.137,2018-08-16 21:53:39.697572+00:00,Passed,,Unobserved,12,12,,,30,Female,Non hispanic,White,64,Masters degree,47,"$50,000 - $59,999",Studying human behavior and honesty when there is a financial reward possible and no penalty for dishonesty.,2,Initial instructions were lengthy. I would have liked something more simply organized. Perhaps a table.,1,1
60,5,c2vgvzgdvj7ehb1k,3,1474789854,11,30,30,28,1,20,108.74.130.89,2018-08-17 17:47:08.649517+00:00,Passed,,Observed,,30,,,28,Female,Non hispanic,Hispanic/Latino/Latina,34,Some college,42,"$20,000 - $29,999",Reporting numbers through a chain of people to receive a bonus based on what the last person says,4,The instructions are a bit confusing,1,1
61,5,ytgcvyhxvj7ehb1k,3,2092122399,10,10,10,10,1,10,73.215.54.67,2018-08-17 16:34:06.655347+00:00,Passed,,Observed,,8,,,10,Male,Non hispanic,Black/African American,55,College diploma,30,"$80,000 - $99,999",Equity in distributing potential bonus payout.,2,Instructions were good but a little hard to follow at first. Needed time for it to sink in.,0,1
62,5,sgx8qu61vj7ehb1k,3,2796030302,10,10,30,30,1,18,24.159.3.89,2018-08-17 17:37:00.658791+00:00,Passed,,Observed,,30,,,30,Female,Non hispanic,White,38,College diploma,42,"$30,000 - $39,999",Decision making based on uncertain information. Ethical decisions.,3,n/a,1,1
63,5,nps7hylqvj7ehb1k,3,4217674473,11,12,12,11,1,13,24.27.177.239,2018-08-17 17:16:06.960364+00:00,Passed,,Observed,,12,,,11,Female,Non hispanic,White,28,College diploma,35,"$50,000 - $59,999",Knowing how things can be reported to others when things are hidden,3,none,1,1
64,5,6fz36l7pvj7ehb1k,3,4326117282,9,9,9,9,1,8,68.46.254.129,2018-08-17 15:46:59.460569+00:00,Passed,,Observed,,9,,,9,Female,Non hispanic,White,36,Some college,42,"< $10,000",I would say that the goal was to see if people would lie to hurt one member but benefit themselves.,1,I think the survey is fine the way it is.,1,1
65,5,prc7q6xfvj7ehb1k,3,4329716890,8,30,30,1,1,21,75.161.38.106,2018-08-17 18:35:58.606253+00:00,Passed,,Observed,,8,,,1,Male,Non hispanic,White,37,College diploma,5,I do not wish to report my income.,See if people are willing to make p4 lose out on some cents to get maximum reward for self?,1,"no, it was fun",0,1
66,5,1jd60nokvj7ehb1k,3,4645441142,11,30,30,30,1,19,74.207.144.147,2018-08-17 17:43:37.428145+00:00,Passed,,Unobserved,30,30,,,30,Male,Non hispanic,White,34,Some college,34,"< $10,000",determine gullibility or greed vs honesty.,3,Give a reason to be 'honest'.  Even though I was 'honest' P2 or P1 may not have been as there is no reason stated for someone to 'not' lie bout the number drawn and make max amount of $.,1,1
67,5,s737que2vj7ehb1k,3,5434840864,11,11,11,20,1,14,166.173.185.185,2018-08-17 17:23:21.413232+00:00,Passed,,Observed,,11,,,20,Male,Non hispanic,White,33,College diploma,43,"$60,000 - $69,999",To see if one person is dishonest in order to benefit the group instead of the individual,3,Make the instruction a little more simple and concise . It was fun though!,1,1
68,5,5d772qfvvj7ehb1k,3,5940284493,10,10,10,10,1,9,107.185.218.19,2018-08-17 16:34:03.051408+00:00,Passed,,Observed,,10,,,10,Male,Hispanic,White,50,College diploma,5,"$50,000 - $59,999",How do people make decisions that may affect others monetarily.,4,The instructions of the game could be simplified without losing the intent of the game.,1,1
69,5,5azukm8uvj7ehb1k,3,7778430228,8,8,8,30,1,5,75.36.199.186,2018-08-17 15:15:51.746950+00:00,Passed,,Observed,,8,,,30,Male,Non hispanic,White,33,College diploma,43,"$60,000 - $69,999",Reporting numbers to the next in line to determine payoff for yourself and several others.,1,"Not sure, seemed smooth.",1,1
70,5,n9ks37srvj7ehb1k,3,8318144254,8,12,12,8,1,11,91.207.175.59,2018-08-17 17:07:16.688488+00:00,Passed,,Observed,,12,,,8,Male,Non hispanic,White,33,College diploma,5,"$80,000 - $99,999",Understanding complex instructions and trusting others.,3,Explain the purpose upfront.,1,1
71,5,vbgip70wvj7ehb1k,3,8640489920,25,25,25,25,1,1,74.195.43.127,2018-08-17 14:54:13.156580+00:00,Passed,,Observed,,25,,,25,Female,Hispanic,White,24,College diploma,31,"$10,000 - $19,999",I would describe it as observing communication between players.,2,Nothing!,1,1
72,5,okqp27r3vj7ehb1k,3,8780493416,6,6,6,6,1,4,24.101.214.230,2018-08-17 15:08:34.599127+00:00,Passed,,Observed,,6,,,6,Male,Non hispanic,White,41,Some college,20,"$20,000 - $29,999",Don't know,3,Don't know,1,1
73,5,wvaittgm5ql7l81n,3,1531254326,13,18,30,30,1,9,24.205.39.162,2018-08-18 00:53:10.600363+00:00,Passed,,Observed,,27,,,30,Male,Non hispanic,White,59,College diploma,5,"$70,000 - $79,999",To see how honest people were and how much they would lie to increase their bonus.,4,The instructions were byzantine.  You could make them much clearer.,0,1
74,5,ktjxf07k5ql7l81n,3,1980113770,8,8,8,30,1,2,73.7.151.223,2018-08-18 00:30:21.512255+00:00,Passed,,Observed,,8,,,30,Male,Non hispanic,Black/African American,22,College diploma,11,"$30,000 - $39,999",To see whether participants prefer to maximize their own gains as opposed to reporting the truth,1,It was quite well done as it is.,1,1
75,5,1rln8fgo5ql7l81n,3,5896017922,26,26,26,26,1,5,190.124.31.83,2018-08-18 00:43:18.415921+00:00,Passed,,Observed,,26,,,26,Male,Non hispanic,White,35,Professional post-secondary degree or doctoral degree,10,"> $200,000",very good work to think,1,not comment,1,1
76,5,pzjigxft5ql7l81n,3,8659870355,9,9,9,10,1,3,98.26.233.134,2018-08-18 00:32:06.699032+00:00,Passed,,Observed,,9,,,10,Female,Non hispanic,White,21,Some college,33,"< $10,000","If I was describing this to a friend I would say that the goal was to see morally if the person would try to gain as much as they can, or would the person do the right thing?",4,I think there isn't really much improving to do here. I think it is okay how it is.,1,1
77,5,x1xfkjim4h4bx3ka,3,2268325067,12,12,12,30,1,2,68.41.210.160,2018-08-18 13:49:19.453380+00:00,Passed,,Unobserved,12,12,,,30,Male,Non hispanic,White,28,High school or equivalent,22,"$40,000 - $49,999",pick the highest number possible to make the most money for yourself,4,nothing comes to mind,1,1
78,5,4j1m95yh4h4bx3ka,3,7285394057,6,6,6,6,1,1,96.230.93.113,2018-08-18 13:07:02.304596+00:00,Passed,,Observed,,6,,,6,Male,Non hispanic,Black/African American,35,Masters degree,21,"$30,000 - $39,999",A study of cooperative behavior,3,Some more rounds would have been nice.,1,1
79,5,3p5wzhu68csu5k6d,3,1446436501,8,30,30,30,1,1,73.251.140.134,2018-08-18 21:00:28.379025+00:00,Passed,,Unobserved,30,30,,,30,Female,Non hispanic,White,35,Some college,46,"$60,000 - $69,999",STRATEGICALLY GET PLAYER 3 TO REPORT A NUMBER SO YOU CAN MAKE THE MOST MONEY AS POSSIBLE.,2,VERY FUN SURVEY!  THANK YOU.,1,1
80,5,65hbpuh88csu5k6d,3,5053447158,7,30,30,30,2,2,107.12.251.52,2018-08-18 21:02:54.779370+00:00,Passed,,Unobserved,10,30,,,30,Female,Non hispanic,Hispanic/Latino/Latina,27,College diploma,33,"< $10,000",Probably communicating with others and being honest to receive a bonus.,4,Nothing. It was a great experience.,1,1
81,5,6suhda5t8csu5k6d,3,6242701602,11,11,11,20,1,8,71.80.193.143,2018-08-18 22:32:11.713071+00:00,Passed,,Observed,,11,,,20,Male,Non hispanic,White,48,College diploma,47,"$60,000 - $69,999",complicated,4,I'm not sure.,1,1
82,5,om5g9ipu8csu5k6d,3,7569427615,11,11,11,11,2,7,71.51.89.213,2018-08-18 22:22:07.437391+00:00,Passed,,Observed,,11,,,11,Female,Non hispanic,White,33,College diploma,10,"$70,000 - $79,999",see if people lied,3,NA,1,1
83,5,sv55fg6t29ywrs1w,3,7935492887,11,11,11,11,2,2,68.11.201.213,2018-08-19 15:46:00.121663+00:00,Passed,,Observed,,11,,,11,Male,Non hispanic,Hispanic/Latino/Latina,27,College diploma,18,"$30,000 - $39,999",To correctly pass on the message to P3.,4,Alter the game to make it an incentive to not correctly report the number.,1,1
